MODEL,PRIOR,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,val_loss_mean,val_loss_ci,test_loss_mean,test_loss_ci,val_acc_comb_mean,val_acc_comb_ci,test_acc_comb_mean,test_acc_comb_ci,val_acc_indep_mean,val_acc_indep_ci,test_acc_indep_mean,test_acc_indep_ci,val_acc_L_Digit_comb_mean,val_acc_L_Digit_comb_ci,test_acc_L_Digit_comb_mean,test_acc_L_Digit_comb_ci,val_acc_L_Digit_indep_mean,val_acc_L_Digit_indep_ci,test_acc_L_Digit_indep_mean,test_acc_L_Digit_indep_ci,val_acc_R_Digit_comb_mean,val_acc_R_Digit_comb_ci,test_acc_R_Digit_comb_mean,test_acc_R_Digit_comb_ci,val_acc_R_Digit_indep_mean,val_acc_R_Digit_indep_ci,test_acc_R_Digit_indep_mean,test_acc_R_Digit_indep_ci
hybrid_v3_1x1_double,GaussianPrior,Adam,0.500000,0.100000,best_loss,-4723.405488,50.866696,-4705.498430,51.928207,0.318751,0.014996,0.330803,0.019015,0.524354,0.006808,0.537501,0.011663,0.584186,0.008381,0.596538,0.010674,0.725075,0.009728,0.736757,0.013463,0.580522,0.024309,0.588054,0.028422,0.721087,0.011131,0.729024,0.014711
