epoch,train_loss,train_gen_loss,train_cls_loss,val_loss,val_gen_loss,val_cls_loss,train_acc,val_acc,lr
1,216.1387729217939,132.07327838687945,168.1309985699861,10.56694514841973,5.071810432627231,10.990269431584998,0.80732,0.8964,0.001
2,9.103085491053589,4.860170179010962,8.485830636890343,7.5023394536368455,4.655827860288982,5.693023151989225,0.90556,0.934,0.001
3,8.512666971787162,4.59557778756027,7.834178348026617,7.474691590176353,4.472876935065547,6.003629382652573,0.91414,0.9345,0.001
4,8.154827982568374,4.459751184029347,7.390153545857696,6.975992196722876,4.383999323543114,5.183985807095902,0.92418,0.9467,0.001
5,8.059171218091569,4.321501795288242,7.475338838082234,9.679224937776976,4.141810655593872,11.074828531168684,0.92898,0.9354,0.001
6,7.693565179624826,4.122128798833589,7.142872721273595,9.634092421471317,4.265437026567097,10.737310857712467,0.93546,0.9439,0.001
7,7.878726401902221,4.059078230577357,7.639296364601311,7.798252947722809,3.994307179994221,7.607891518858414,0.93704,0.9528,0.001
8,8.302159772199744,4.025268605298094,8.553782347751701,8.794953563545324,4.056211667724803,9.477483740335778,0.93808,0.93,0.001
9,7.982696502714815,3.9970484072595,7.971296190458574,8.603478274767912,3.8974093938175636,9.412137745301935,0.94082,0.9454,0.001
10,7.813763148949274,3.88322940750805,7.861067485378679,13.558946229234527,4.784836111189444,17.54822034775456,0.94662,0.945,0.001
11,11.33428609340697,5.220950628485521,12.226671246063832,8.762864640996426,3.538811623295651,10.448106246658519,0.94784,0.9611,0.001
12,8.105107179992949,3.7923842732558777,8.625445810806417,7.255668815178208,3.5847657692583303,7.341806147294708,0.94948,0.9533,0.001
13,7.689107859531022,3.6872497123220693,8.003716265377792,9.076917772051655,4.2653478640544265,9.62313980392263,0.95322,0.9588,0.001
14,7.632097407070267,3.578760295877676,8.106674217597565,7.110953225365168,3.536128010930894,7.149650429197116,0.95454,0.9621,0.001
15,7.560862319243839,3.5841706250329763,7.953383389774643,7.755018354971198,3.06176201301285,9.386512659820198,0.95572,0.9613,0.001
16,7.363189172866704,3.442512843919837,7.841352648327085,7.23004112967962,3.198141943050336,8.063798419860062,0.95832,0.9659,0.001
17,7.9698108041377935,3.64060699665333,8.65840760627976,13.058858343317539,3.4457600841039344,19.226196392427518,0.95896,0.9569,0.001
18,75.72631046717125,67.60702576661659,16.238567721896597,9.972012703931785,3.0840248578711402,13.775975732863705,0.96076,0.9575,0.001
19,7.383868210760833,3.3428350799833724,8.082066295511277,8.743968308726444,2.832507429243643,11.82292177858232,0.96208,0.9699,0.001
20,7.049580345983091,3.0412543076078604,8.01665210120125,10.241657709773582,3.1210328597056716,14.241249663036152,0.96506,0.9558,0.001
21,6.957282710258308,3.0054183146532845,7.903728747011676,9.403268913679485,2.696912367132646,13.41271304216566,0.96556,0.9595,0.001
22,7.1320204856755485,3.0106658801398316,8.24270922559015,9.852933527548101,2.6913659632960454,14.323135143593897,0.96628,0.9604,0.001
23,6.963219644468459,2.930893952889211,8.064651368992527,6.7718203942986985,2.4713460222075256,8.600948775918047,0.96776,0.9735,0.001
