epoch,train_loss,train_gen_loss,train_cls_loss,val_loss,val_gen_loss,val_cls_loss,train_acc,val_acc,lr
1,394.3591764454951,159.5580649888119,234.80109975953846,12.155470407461818,5.791138950782486,6.3643314776871405,0.7059,0.9221,0.001
2,21.341667858231098,5.578493842688363,15.763174044201746,13.066155421582959,5.249583986741078,7.816571436350858,0.85418,0.9252,0.001
3,19.650548960546704,5.359600241531801,14.290948747978796,10.329290239116814,5.171556327916399,5.157733842164656,0.87278,0.9464,0.001
4,19.451994660565312,5.327994613696243,14.124000096565013,10.022896513154235,5.163810416112972,4.859086075538321,0.87706,0.9459,0.001
5,17.968977533033133,5.32240269068257,12.646574837777315,12.066919230207612,5.087799271450767,6.979119913487494,0.89378,0.9278,0.001
6,18.60406720607787,5.324832650401708,13.279234576103327,12.610377281526976,4.961924915072284,7.648452333257168,0.89634,0.9364,0.001
7,18.250675722156338,5.303774767824451,12.946900982381132,10.135529095613503,5.079449092285542,5.056080037279974,0.8995,0.9527,0.001
8,19.61914212014669,5.567212162115385,14.05192994476889,10.298469935791402,4.930757069889503,5.3677129075992145,0.90092,0.9528,0.001
9,27.4102042154278,9.589839437733525,17.8203647675581,12.60382476637635,4.958740898325473,7.645083946517751,0.90794,0.9322,0.001
10,20.831686379659512,5.864409215005158,14.967277225935856,9.299550454827804,5.077860053581528,4.221690375593644,0.90424,0.9612,0.001
11,24.0291078157742,8.501167022968497,15.527940883965748,10.826233670681338,4.983167020580437,5.843066662172728,0.9076,0.9446,0.001
12,19.310127270496103,5.5733957156500855,13.736731560638798,9.249304107472867,5.0276454853106145,4.221658630461633,0.91212,0.9519,0.001
13,67.90536691953459,48.92759109214139,18.977775079819857,10.363083187537857,4.816380844840521,5.546702331379999,0.91116,0.9567,0.001
14,1969.8192491897232,1892.9422977610927,76.87693668585604,14.366923253747482,7.691347104084643,6.675576103261754,0.90762,0.9549,0.001
15,34.26947051362918,11.670784934402427,22.598684967631268,12.829178103917762,4.805359411843216,8.023818655859065,0.91136,0.9281,0.001
16,24.486469334653577,6.656918430572276,17.829551026911076,12.619334420071372,4.777468675299536,7.841865771556202,0.9178,0.9488,0.0005
17,12.639282004607608,4.9496694989216605,7.689612488660132,7.628829020488111,4.570924861521661,3.0579041721700113,0.94484,0.9705,0.0005
18,15.091430457961529,5.745132397507768,9.346298136445872,7.108349413811406,4.628297437595416,2.4800519793379903,0.94618,0.9741,0.0005
19,11.069979024970014,4.853350290557003,6.2166287300928404,6.473033844670163,4.557341128964968,1.9156927064711617,0.9478,0.9792,0.0005
20,14.88357884316798,5.422927674734988,9.460651248639664,7.799657948409455,4.506149744685692,3.2935082078601905,0.94744,0.9706,0.0005
21,10.5494545768289,4.789926776495736,5.759527807107286,6.799141612233995,4.52917540827884,2.26996617812569,0.95008,0.9766,0.0005
22,10.343034878411256,4.742604095917528,5.600430771377402,7.277607845354684,4.35727301126794,2.920334819862339,0.95022,0.9753,0.0005
23,9.962492446460383,4.6836993749184375,5.278793085769029,6.618018246904204,4.382359317586392,2.2356589372279467,0.9526,0.9772,0.0005
24,10.044858505658786,4.609700289528693,5.435158222644588,6.9087047395826895,4.311121155944051,2.5975835345025304,0.95324,0.9743,0.0005
25,10.286609526485433,4.630804559458857,5.655804987730044,8.151978921286668,4.401111964938007,3.7508669216421584,0.95294,0.9612,0.0005
26,9.776573917749898,4.566195880665498,5.2103780500115615,10.354794001277488,4.14627414715441,6.208519865440417,0.95346,0.959,0.0005
27,9.864153099791778,4.512622208851377,5.35153089683441,7.0378880712050425,4.33872260926645,2.699165452869986,0.95426,0.9725,0.0005
28,9.724874109868198,4.447527420795177,5.277346689149242,7.55784789519974,4.207672203643413,3.350175666410496,0.95294,0.9647,0.0005
29,10.096021987593083,4.491676300078097,5.604345673177144,6.879903573024122,4.115747593626192,2.7641559955588457,0.95242,0.9758,0.0005
30,9.40966969438831,4.470617547974257,4.939052147023818,7.172475488880012,3.9902782047851177,3.1821973094763822,0.9558,0.9717,0.0005
31,9.799976326925371,4.416483032733888,5.383493280852847,5.937564864943299,4.032685047463525,1.904879822747935,0.95396,0.9777,0.0005
32,9.219090378802756,4.312057015840964,4.907033359024509,8.492299303223815,4.058833083019981,4.4334662304306995,0.95768,0.9798,0.0005
33,78.9766207155974,72.4472665646497,6.529352871200922,7.044404455378086,4.0170766009560115,3.027327827117524,0.95472,0.9782,0.0005
34,9.404410615906386,4.339650512046521,5.06476008766295,6.723922934713243,3.807956994334354,2.915965924632151,0.9574,0.9783,0.0005
35,9.769056834223326,4.511725695236869,5.257331153429101,7.512448012074338,3.8542883184891714,3.6581597338805247,0.95666,0.9707,0.0005
36,9.847483383115295,4.278637582993569,5.568845790455132,7.077354289308379,3.7266536483281776,3.35070063944654,0.95588,0.9714,0.0005
37,9.449358869391634,4.249893568360897,5.199465307681,6.195452913453307,3.779194895225235,2.416257995672143,0.95824,0.9792,0.0005
38,9.963726847373007,4.359993324255394,5.603733512686457,6.423583764064161,3.816811398614811,2.606772367949885,0.95752,0.9752,0.0005
39,9.346023204686391,4.209450460760794,5.136572724762065,8.08690229246888,3.8309821720364727,4.255920132504234,0.95894,0.9647,0.0005
40,9.193423125445081,4.117253829756051,5.076169322344917,5.928892331787303,3.668880565257012,2.260011780205407,0.95918,0.9819,0.0005
41,9.64199486473942,4.177202204609161,5.464792655043474,7.438873134081876,3.781541996364352,3.6573311194918956,0.95878,0.9694,0.0005
