epoch,train_loss,val_loss,train_acc,val_acc,lr
1,196589.95744023236,366.7245499816122,0.50906,0.9085,0.001
2,895.6822334933464,-213.35217676283438,0.81926,0.9253,0.001
3,474.7861828230836,-632.8276962087124,0.85004,0.9366,0.001
4,165.84866086662274,-752.5888509629648,0.86802,0.9383,0.001
5,-13.643793569501403,-939.2167420206191,0.87826,0.9424,0.001
6,-154.11336327574747,-858.6217396410206,0.88342,0.9384,0.001
7,-272.14127469855504,-1271.6670153654075,0.88934,0.9446,0.001
8,-391.94172037227077,-1150.4083537813983,0.89556,0.939,0.001
9,-489.88065259109067,-1488.5577778876582,0.89902,0.9491,0.001
10,-481.86217231945614,-1489.2799690343156,0.8977,0.9547,0.001
11,-620.402106389975,-1611.2553278283228,0.90496,0.9481,0.001
12,-718.1193989707381,-1629.7515251063094,0.90484,0.9537,0.001
13,-790.1842955664905,-1641.1256737045094,0.90826,0.9484,0.001
14,-541.9309948582173,-1745.4977100227452,0.90612,0.9515,0.001
15,-803.2491295075478,-1800.7947395421281,0.90532,0.9474,0.001
16,-677.0895544964334,-1867.041837668117,0.91078,0.9559,0.001
17,-942.6355467501198,-1548.6385250815863,0.91074,0.9386,0.001
18,-988.6798189363211,-1877.9089293660998,0.91328,0.9432,0.001
19,-1041.7812942543908,-2012.1938708341575,0.91572,0.9517,0.001
20,-989.2247636019422,-1867.3948310176029,0.9181,0.9447,0.001
21,-1121.1130357044738,-2119.331201480914,0.91634,0.9575,0.001
22,-590.0878680685292,-1989.499403555182,0.91552,0.9458,0.001
23,-1158.8067378753897,-2076.758926584751,0.91714,0.9522,0.001
24,-1192.254374862632,-2096.4045796454707,0.91814,0.9522,0.001
25,-1223.9211681785487,-2017.3811684137659,0.92082,0.9564,0.001
26,-1250.2924853078543,-2071.6717019382913,0.9199,0.9444,0.001
27,-1273.3919338997064,-2100.5209064725077,0.92074,0.9556,0.001
28,-1238.1190496186161,-2130.770354838311,0.91938,0.9518,0.001
29,-1306.0328159966432,-2165.8086092019385,0.92144,0.9591,0.001
30,-1315.7409051373181,-2165.1596726043313,0.92436,0.9494,0.001
31,-1321.4356171200648,-2017.3862335591377,0.92132,0.9502,0.001
32,-1308.3925806226023,-2149.619475932061,0.92242,0.9445,0.001
33,-1321.1559118870885,-2289.262169946598,0.92238,0.957,0.001
34,-1329.0395471909467,-2345.6585276157043,0.92346,0.9588,0.001
35,-1379.0815512420577,-2304.3758313142803,0.92286,0.957,0.001
36,-1418.0776328162465,-2188.8461713187303,0.92636,0.9501,0.001
37,-1403.7158140684942,-2235.5555589893197,0.92456,0.9512,0.001
38,-1416.3533284609275,-2317.6088156398337,0.92534,0.9544,0.001
39,-1476.5846265709918,-2368.7687030261077,0.9282,0.9602,0.001
40,-1468.739888300981,-2389.7571789705303,0.92798,0.9596,0.001
41,-1499.1076611765207,-2271.1342572562303,0.93044,0.951,0.001
42,-1480.1535410381034,-2373.4864641020567,0.92882,0.9552,0.001
43,-1492.6519906514745,-2377.7779123813293,0.9298,0.9554,0.001
44,-1517.7677982262028,-2164.398961320708,0.9295,0.9397,0.001
45,-1540.428654741448,-2465.5040391366692,0.9327,0.9628,0.001
46,-1536.5829906414842,-2349.741040966179,0.93128,0.9565,0.001
47,-1556.3669358665682,-2436.6100734276106,0.93028,0.9565,0.001
48,-1513.9346638164861,-2360.8030681368673,0.92948,0.9599,0.001
49,-1582.6347418977782,-2387.5279216524923,0.93338,0.9601,0.001
50,-1576.7852759788104,-2458.523672369462,0.93288,0.9582,0.001
51,-1406.1865065786844,-2442.545570856408,0.93206,0.9588,0.001
52,-1554.4941119025734,-2508.8515408672865,0.93048,0.9562,0.001
53,-1586.825979715723,-2279.251192889636,0.93306,0.954,0.001
54,-1579.0799494984815,-2432.9516354331486,0.93386,0.9602,0.001
55,-1448.7515012931335,-2430.8770427462423,0.93236,0.9543,0.001
56,-1560.4702435661766,-2481.6972872577135,0.93342,0.9552,0.001
57,-1631.4689310761669,-2517.7698835541933,0.93496,0.9571,0.001
58,-1634.5206258242088,-2505.8177722013447,0.93476,0.9539,0.001
59,-1638.431840277084,-2526.6189922863923,0.9341,0.9583,0.001
60,-1631.3847891961218,-2451.5209281052216,0.93472,0.9548,0.001
61,-1609.531574376099,-2560.2248102501976,0.93188,0.9658,0.001
62,-1679.7221370609216,-2455.448062945016,0.93686,0.9508,0.001
63,-1664.894170970868,-2452.5085665545885,0.93436,0.9575,0.001
64,-1692.4418130469749,-2531.970956536788,0.93706,0.9605,0.001
65,-1669.3270585238172,-2502.2008412035207,0.93518,0.9572,0.001
66,-1690.121097184203,-2536.2338001878957,0.93774,0.9571,0.001
67,-1673.5251883192136,-2563.6525075405457,0.9362,0.957,0.001
68,-1692.5201490943693,-2485.0677536590188,0.9365,0.9578,0.001
69,-1687.9036281419837,-2566.0714466722707,0.93542,0.9619,0.001
70,-1703.9832442105578,-2560.331036145174,0.93546,0.9564,0.001
71,-1742.1523206471786,-2550.6707871835442,0.93824,0.96,0.001
72,-1731.9930551045995,-2497.6690751087817,0.9365,0.9568,0.001
73,-1732.678554525156,-2604.300744165348,0.93688,0.9554,0.001
74,-1763.8906665226382,-2565.9437765773337,0.94006,0.9639,0.001
75,-1744.7880228730419,-2604.589788123022,0.93824,0.9608,0.001
76,-1698.960969032229,-2629.4056071993673,0.93654,0.9613,0.001
77,-1751.3633443144581,-2581.4380037331885,0.93946,0.9636,0.001
78,-1752.9303484280092,-2634.3336722458466,0.93814,0.9616,0.001
79,-1756.8374591642023,-2577.6497570955303,0.9392,0.9575,0.001
80,-1740.0469820846986,-2476.6903987836236,0.93708,0.9571,0.001
81,-1738.631461609355,-2591.8623015971125,0.93788,0.9563,0.001
82,-1779.963225928109,-2635.003371612935,0.93908,0.9605,0.001
83,-1757.2979258661685,-2643.910616717761,0.9385,0.9602,0.001
84,-1767.654430496723,-2595.4795910799053,0.93922,0.9585,0.001
85,-1780.374799255215,-2534.070772967761,0.9392,0.9599,0.001
86,-1776.0007570856978,-2558.5209899129745,0.9392,0.9545,0.001
87,-1749.3007362931585,-2563.906401428995,0.9368,0.9466,0.001
88,-1759.345244034477,-2646.6281583761865,0.93866,0.9603,0.001
89,-1761.2728746028813,-2690.5903814774524,0.93926,0.9662,0.001
90,-1795.3931978425712,-2656.1864832624606,0.94018,0.9607,0.001
91,-1821.103487526974,-2629.0176862885683,0.9418,0.9537,0.001
92,-1807.8628816336318,-2673.3555212865904,0.93992,0.9625,0.001
93,-53.44670772308584,-2591.81279049644,0.94196,0.9627,0.001
94,-1830.7489906564697,-2597.2294025662577,0.9424,0.9587,0.001
95,-1812.219803675971,-2658.5430800039558,0.94032,0.958,0.001
96,-1793.8787790283827,-2514.9325553797466,0.93894,0.9602,0.001
97,-1803.7570819513267,-2549.0054390822784,0.9387,0.9517,0.001
98,-1651.2207927264826,-2705.0300509295885,0.93704,0.9653,0.001
99,-1845.7258740983655,-2618.4187042622625,0.94056,0.961,0.001
100,-1814.8362712421076,-2619.1639636075947,0.94134,0.9608,0.001
101,-1860.4857265150456,-2719.7129617039163,0.94248,0.9547,0.001
102,-1846.2040747132753,-2742.4994777244856,0.94014,0.9608,0.001
103,-1845.8174911459998,-2734.010912158821,0.94048,0.9613,0.001
104,-1647.6996199273697,-2622.4891280162183,0.94194,0.9595,0.001
105,-1870.120316995684,-2756.321187079707,0.94254,0.9605,0.001
106,-1883.5043954678508,-2818.2290069966375,0.9438,0.9655,0.001
107,-1870.5629889056506,-2684.1943421182755,0.9413,0.9602,0.001
108,-1879.265903794857,-2563.0896243324764,0.94204,0.9463,0.001
