epoch,train_loss,val_loss,train_acc,val_acc,lr
1,277644.36158225604,2564.500018542326,0.42316,0.8134,0.0001
2,2174.8857880809423,760.869922879376,0.7889,0.9178,0.0001
3,779.2948047803795,-327.6903041405014,0.886,0.9478,0.0001
4,100.91946983825216,-721.3487610635879,0.91404,0.95,0.0001
5,-369.87133559790414,-883.3495158907733,0.93062,0.9461,0.0001
6,-714.8186400430586,-1378.7842955770373,0.94078,0.9564,0.0001
7,-1043.2722431777993,-1589.4328721444817,0.94746,0.9587,0.0001
8,-1250.228210761419,-1719.2796785378757,0.95292,0.9577,0.0001
9,-1373.4720238883172,-1900.1469340264043,0.95248,0.9618,0.0001
10,-1561.0170458235095,-1905.3706101043315,0.95882,0.9471,0.0001
11,-1660.3011540171435,-2133.566580856903,0.96052,0.9596,0.0001
12,-1745.7287725658368,-2241.8387404816062,0.9628,0.963,0.0001
13,-1831.0465012962557,-2140.8626878955697,0.96378,0.9427,0.0001
14,-1892.8779680881355,-2308.2886823823183,0.96424,0.958,0.0001
15,-1960.6561507203085,-2458.242703594739,0.9649,0.9642,0.0001
16,-2004.8080336626838,-2450.5087179835837,0.96628,0.9638,0.0001
17,-2062.822441393762,-2448.0251032189476,0.96814,0.9644,0.0001
18,-2105.649616056086,-2494.2750259592563,0.96886,0.962,0.0001
19,-2164.922907134151,-2519.2544439774524,0.9705,0.9633,0.0001
20,-2216.2670458235093,-2473.7795719195014,0.97094,0.9588,0.0001
21,-2236.226331471787,-2640.7644630142404,0.97114,0.9672,0.0001
22,-2281.7544619665123,-2507.230675805973,0.9735,0.9622,0.0001
23,-2315.600622152733,-2668.199153851859,0.97354,0.9617,0.0001
24,-2364.1634218650097,-2668.9987391218356,0.97438,0.9632,0.0001
25,-2376.9155491977704,-2704.994665990902,0.97338,0.9654,0.0001
26,-2423.919149179288,-2703.5014432110365,0.97412,0.964,0.0001
27,-2446.450067310382,-2751.978957550435,0.97502,0.9664,0.0001
28,-2475.2320622202687,-2704.098379400712,0.97576,0.9604,0.0001
29,-2482.828637008472,-2810.641762262658,0.9748,0.9659,0.0001
30,-2497.509818074648,-2889.635893616495,0.976,0.968,0.0001
31,-2534.5999378097026,-2891.1270520174053,0.9759,0.9653,0.0001
32,-2558.291633157169,-2902.6689051374606,0.9768,0.9647,0.0001
33,-2584.0999571661205,-2764.275925262065,0.97696,0.9663,0.0001
34,-2609.064090348266,-2954.5571319966375,0.9774,0.9698,0.0001
35,-2628.6373038133393,-2844.7166114517404,0.97808,0.964,0.0001
36,-2644.017890949688,-2917.0684119115904,0.97806,0.9654,0.0001
