lambda,intervention_group,concepts_intervened,total_samples,cc_target_Original,cc_target_Seed_438878,cc_target_Seed_654571,cc_target_Seed_773956,cc_target_Seed_89250,cc_non_target_Original,cc_non_target_Seed_438878,cc_non_target_Seed_654571,cc_non_target_Seed_773956,cc_non_target_Seed_89250,style_target_Original,style_target_Seed_438878,style_target_Seed_654571,style_target_Seed_773956,style_target_Seed_89250,style_non_target_Original,style_non_target_Seed_438878,style_non_target_Seed_654571,style_non_target_Seed_773956,style_non_target_Seed_89250,style_overall_Original,style_overall_Seed_438878,style_overall_Seed_654571,style_overall_Seed_773956,style_overall_Seed_89250,disc_left_acc_Original,disc_left_acc_Seed_438878,disc_left_acc_Seed_654571,disc_left_acc_Seed_773956,disc_left_acc_Seed_89250,disc_right_acc_Original,disc_right_acc_Seed_438878,disc_right_acc_Seed_654571,disc_right_acc_Seed_773956,disc_right_acc_Seed_89250,disc_overall_acc_Original,disc_overall_acc_Seed_438878,disc_overall_acc_Seed_654571,disc_overall_acc_Seed_773956,disc_overall_acc_Seed_89250,cc_target_mean,cc_target_ci_95,cc_non_target_mean,cc_non_target_ci_95,style_target_mean,style_target_ci_95,style_non_target_mean,style_non_target_ci_95,style_overall_mean,style_overall_ci_95,disc_left_acc_mean,disc_left_acc_ci_95,disc_right_acc_mean,disc_right_acc_ci_95,disc_overall_acc_mean,disc_overall_acc_ci_95
0.0,AGGREGATE_1_INTERVENTION,1,180000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5144833333333333,0.5118,0.5154611111111111,0.5128833333333334,0.50115,0.5884555555555555,0.5874166666666667,0.5917,0.5696833333333333,0.5736333333333333,0.3758666666666667,0.3860222222222222,0.3816388888888889,0.38185,0.3739222222222222,0.9701277777777778,0.9783722222222222,0.9656111111111111,0.9749055555555556,0.9832166666666666,0.9897833333333333,0.9919722222222223,0.992,0.9933333333333333,0.9947111111111111,0.9631055555555555,0.9719222222222222,0.9589277777777778,0.9694722222222222,0.9782833333333333,1.0,0.0,1.0,0.0,0.5111555555555556,0.007163109463429003,0.5821777777777778,0.012207644881998119,0.37986,0.006092429242381773,0.9744466666666666,0.0085407465417298,0.99236,0.002272133495724101,0.9683422222222221,0.009394347920678456
0.0,ALL,ALL,990000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10988484848484849,0.10971717171717171,0.11026666666666667,0.10978181818181819,0.10755959595959597,0.5884555555555555,0.5874166666666667,0.5917,0.5696833333333333,0.5736333333333333,0.08468181818181818,0.08684848484848486,0.08593535353535353,0.08595757575757576,0.08442727272727273,0.9945686868686868,0.9960676767676767,0.9937474747474747,0.9954373737373737,0.9969484848484849,0.9981424242424243,0.998540404040404,0.9985454545454545,0.9987878787878788,0.9990383838383838,0.9932919191919192,0.9948949494949495,0.9925323232323232,0.994449494949495,0.9960515151515151,1.0,0.0,1.0,0.0,0.10944202020202021,0.0013331029298767234,0.5821777777777778,0.012207644881998119,0.08557010101010101,0.0012436667689716453,0.9953539393939395,0.001552863007587257,0.9986109090909091,0.0004131151810407369,0.9942440404040405,0.0017080632583051873
0.0,attr0,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7647,0.7881888888888889,0.7751555555555556,0.8016666666666666,0.7791555555555556,0.8768,0.8944666666666666,0.8932,0.8824888888888889,0.8840222222222223,0.6730222222222222,0.7060444444444445,0.6935111111111111,0.7079777777777778,0.6913666666666667,0.9494444444444444,0.9621333333333333,0.9428888888888889,0.9549777777777778,0.9738666666666667,0.9817888888888889,0.9871777777777778,0.9875,0.9901222222222222,0.9908777777777777,0.9375333333333333,0.9524333333333334,0.9329444444444445,0.9474444444444444,0.9653444444444444,1.0,0.0,1.0,0.0,0.7817733333333334,0.01732833773234361,0.8861955555555557,0.009296173852532827,0.6943844444444445,0.017415953690511233,0.9566622222222222,0.014829496573559933,0.9874933333333333,0.004433880569302311,0.9471399999999999,0.015868491445665506
0.0,attr1,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26426666666666665,0.2354111111111111,0.25576666666666664,0.2241,0.22314444444444445,0.3001111111111111,0.28036666666666665,0.2902,0.25687777777777776,0.26324444444444445,0.0787111111111111,0.066,0.06976666666666667,0.05572222222222222,0.05647777777777778,0.9908111111111111,0.9946111111111111,0.9883333333333333,0.9948333333333333,0.9925666666666667,0.9977777777777778,0.9967666666666667,0.9965,0.9965444444444445,0.9985444444444445,0.9886777777777778,0.9914111111111111,0.9849111111111111,0.9915,0.9912222222222222,1.0,0.0,1.0,0.0,0.24053777777777774,0.02317949677745042,0.27815999999999996,0.022445365374516777,0.06533555555555556,0.011939652151458053,0.9922311111111111,0.0033866729612891545,0.9972266666666666,0.0011184169713059561,0.9895444444444446,0.0035306988779173886
0.0,both,2,810000,1.0,1.0,1.0,1.0,1.0,,,,,,0.019974074074074075,0.020365432098765433,0.020223456790123457,0.020203703703703703,0.02009506172839506,,,,,,0.019974074074074075,0.020365432098765433,0.020223456790123457,0.020203703703703703,0.02009506172839506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.020172345679012344,0.00018223558140342377,,0.0,0.020172345679012344,0.00018223558140342377,1.0,0.0,1.0,0.0,1.0,0.0
0.2,AGGREGATE_1_INTERVENTION,1,180000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7282388888888889,0.7151111111111111,0.7249888888888889,0.7305666666666667,0.7023833333333334,0.7888777777777778,0.7763222222222222,0.77065,0.7677277777777778,0.7560833333333333,0.5879111111111112,0.5753666666666667,0.5735055555555556,0.5804777777777778,0.5539444444444445,0.96885,0.9765888888888888,0.9640111111111112,0.9728333333333333,0.9824,0.9906833333333334,0.9926722222222222,0.9932277777777778,0.9930555555555556,0.9957388888888888,0.9626944444444444,0.9707333333333333,0.9583055555555555,0.9670611111111111,0.9783944444444445,1.0,0.0,1.0,0.0,0.7202577777777778,0.01440462264383657,0.7719322222222222,0.014912026369407493,0.5742411111111111,0.015700146594650684,0.9729366666666668,0.008763862699231623,0.9930755555555555,0.00223864142018987,0.9674377777777778,0.00955653458816054
0.2,ALL,ALL,990000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5838181818181818,0.35568686868686866,0.42158080808080806,0.44262929292929293,0.39296969696969697,0.7888777777777778,0.7763222222222222,0.77065,0.7677277777777778,0.7560833333333333,0.5583040404040404,0.3302787878787879,0.39403838383838385,0.41534040404040407,0.3659808080808081,0.9943363636363637,0.9957434343434344,0.9934565656565657,0.9950535353535354,0.9967838383838384,0.9983060606060606,0.9986676767676768,0.9987686868686869,0.9987373737373737,0.9992252525252525,0.9932171717171717,0.9946787878787878,0.9924191919191919,0.9940040404040404,0.9960555555555556,1.0,0.0,1.0,0.0,0.43933696969696967,0.10815350432367442,0.7719322222222222,0.014912026369407493,0.41278848484848485,0.10847991390716547,0.9950747474747474,0.001586745896529233,0.99874101010101,0.00040702571276178323,0.9940749494949495,0.0017305256413806414
0.2,attr0,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8087222222222222,0.8300222222222222,0.8175111111111111,0.8447,0.8317777777777777,0.9241555555555555,0.9357,0.9335555555555556,0.9276555555555556,0.9332666666666667,0.7499111111111111,0.7777,0.7640555555555556,0.7843666666666667,0.7770666666666667,0.9451888888888889,0.9593444444444444,0.9378666666666666,0.9512,0.9722,0.9843333333333333,0.9892333333333333,0.9904555555555555,0.9905444444444444,0.9931333333333333,0.9357888888888889,0.9514777777777778,0.9304111111111111,0.9439444444444445,0.9657444444444444,1.0,0.0,1.0,0.0,0.8265466666666667,0.017208804599628296,0.9308666666666665,0.005945142508098615,0.77062,0.017031706024736595,0.9531599999999999,0.016449531772807655,0.9895400000000001,0.004021660238966745,0.9454733333333334,0.017227028640573575
0.2,attr1,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6477555555555555,0.6002,0.6324666666666666,0.6164333333333334,0.5729888888888889,0.6536,0.6169444444444444,0.6077444444444444,0.6078,0.5789,0.42591111111111113,0.37303333333333333,0.38295555555555555,0.37658888888888886,0.33082222222222224,0.9925111111111111,0.9938333333333333,0.9901555555555556,0.9944666666666667,0.9926,0.9970333333333333,0.9961111111111111,0.996,0.9955666666666667,0.9983444444444445,0.9896,0.9899888888888889,0.9862,0.9901777777777778,0.9910444444444444,1.0,0.0,1.0,0.0,0.6139688888888888,0.03598000136758521,0.6129977777777778,0.033325377416249614,0.3778622222222222,0.04198008371804963,0.9927133333333333,0.002051992347126022,0.9966111111111111,0.0013738546490051366,0.9894022222222223,0.0023176167621887346
0.2,both,2,810000,1.0,1.0,1.0,1.0,1.0,,,,,,0.5517246913580247,0.2758148148148148,0.3541567901234568,0.3786432098765432,0.3242111111111111,,,,,,0.5517246913580247,0.2758148148148148,0.3541567901234568,0.3786432098765432,0.3242111111111111,1.0,1.0,1.0,0.9999913580246914,0.9999802469135802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999913580246914,0.9999802469135802,1.0,0.0,,0.0,0.3769101234567901,0.13034263695482773,,0.0,0.3769101234567901,0.13034263695482773,0.9999943209876543,1.0817670315066283e-05,1.0,0.0,0.9999943209876543,1.0817670315066283e-05
0.4,AGGREGATE_1_INTERVENTION,1,180000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8601,0.8675555555555555,0.8640333333333333,0.8854555555555556,0.8746944444444444,0.9227166666666666,0.9220166666666667,0.9157777777777778,0.9175055555555556,0.9071388888888889,0.7951055555555555,0.8015944444444445,0.7918,0.8137777777777778,0.7942888888888889,0.9641388888888889,0.9721888888888889,0.9601222222222222,0.9687388888888889,0.9805611111111111,0.9900666666666667,0.99185,0.9919055555555556,0.9922111111111112,0.9952,0.9575,0.9656888888888889,0.9530944444444445,0.9620944444444445,0.9761222222222222,1.0,0.0,1.0,0.0,0.8703677777777777,0.012413878888797109,0.9170311111111111,0.007774871961564433,0.7993133333333333,0.010998091599951514,0.96915,0.00974190695011975,0.9922466666666667,0.002302068426664622,0.9629,0.010905509188436018
0.4,ALL,ALL,990000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.818169696969697,0.7707565656565657,0.764319191919192,0.8629464646464646,0.8489171717171717,0.9227166666666666,0.9220166666666667,0.9157777777777778,0.9175055555555556,0.9071388888888889,0.8063525252525252,0.7587636363636364,0.7511858585858586,0.8499141414141415,0.8342979797979798,0.9921474747474748,0.9940707070707071,0.9916424242424242,0.9935909090909091,0.9955434343434344,0.9978747474747475,0.9982767676767677,0.9982616161616161,0.9981808080808081,0.9988717171717172,0.9906393939393939,0.992649494949495,0.9901050505050505,0.9919868686868687,0.9944919191919191,1.0,0.0,1.0,0.0,0.8130218181818183,0.0554098898325132,0.9170311111111111,0.007774871961564433,0.8001028282828282,0.05479992561569078,0.9933989898989898,0.0019374029160106616,0.9982931313131314,0.00044927142099112613,0.9919745454545454,0.0021569351409624835
0.4,attr0,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8492333333333333,0.8660111111111111,0.8544555555555555,0.8819666666666667,0.8803111111111112,0.9579333333333333,0.9664444444444444,0.9655666666666667,0.9628333333333333,0.9672666666666667,0.8159777777777778,0.8387111111111111,0.8257222222222222,0.8500777777777778,0.8520111111111112,0.9354777777777777,0.9511111111111111,0.9274222222222223,0.9430888888888889,0.9672666666666667,0.9861666666666666,0.9902,0.9915666666666667,0.9916222222222222,0.9946111111111111,0.9280666666666667,0.9445111111111111,0.9210333333333334,0.9368111111111111,0.9624111111111111,1.0,0.0,1.0,0.0,0.8663955555555555,0.018347192279241628,0.964008888888889,0.004698103838866042,0.8365,0.01930739335645891,0.9448733333333333,0.018997593427651876,0.9908333333333333,0.0038074071753124022,0.9385666666666668,0.019872867238027378
0.4,attr1,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709666666666667,0.8691,0.8736111111111111,0.8889444444444444,0.8690777777777777,0.8875,0.8775888888888889,0.8659888888888889,0.8721777777777778,0.8470111111111112,0.7742333333333333,0.7644777777777778,0.7578777777777778,0.7774777777777778,0.7365666666666667,0.9928,0.9932666666666666,0.9928222222222223,0.9943888888888889,0.9938555555555556,0.9939666666666667,0.9935,0.9922444444444445,0.9928,0.9957888888888888,0.9869333333333333,0.9868666666666667,0.9851555555555556,0.9873777777777778,0.9898333333333333,1.0,0.0,1.0,0.0,0.8743399999999999,0.010394979272863678,0.8700533333333332,0.01876050915206747,0.7621266666666667,0.020204456105183025,0.9934266666666668,0.0008542886263190379,0.99366,0.0016882989301552664,0.9872333333333334,0.002089029948521328
0.4,both,2,810000,1.0,1.0,1.0,1.0,1.0,,,,,,0.8088518518518518,0.7492456790123457,0.7421604938271605,0.8579444444444444,0.8431888888888889,,,,,,0.8088518518518518,0.7492456790123457,0.7421604938271605,0.8579444444444444,0.8431888888888889,0.9983716049382716,0.9989333333333333,0.9986469135802469,0.9991135802469135,0.9988728395061729,0.9996098765432099,0.9997049382716049,0.999674074074074,0.9995074074074074,0.9996876543209876,0.9980037037037037,0.9986407407407407,0.9983296296296297,0.9986296296296296,0.9985740740740741,1.0,0.0,,0.0,0.8002782716049384,0.0657678150258836,,0.0,0.8002782716049384,0.0657678150258836,0.9987876543209877,0.0003553479041278878,0.9996367901234567,0.00010027091746499167,0.9984355555555556,0.000338150845318927
