lambda,intervention_group,concepts_intervened,total_samples,cc_target_Original,cc_target_Seed_438878,cc_target_Seed_654571,cc_target_Seed_773956,cc_target_Seed_89250,cc_non_target_Original,cc_non_target_Seed_438878,cc_non_target_Seed_654571,cc_non_target_Seed_773956,cc_non_target_Seed_89250,style_target_Original,style_target_Seed_438878,style_target_Seed_654571,style_target_Seed_773956,style_target_Seed_89250,style_non_target_Original,style_non_target_Seed_438878,style_non_target_Seed_654571,style_non_target_Seed_773956,style_non_target_Seed_89250,style_overall_Original,style_overall_Seed_438878,style_overall_Seed_654571,style_overall_Seed_773956,style_overall_Seed_89250,disc_left_acc_Original,disc_left_acc_Seed_438878,disc_left_acc_Seed_654571,disc_left_acc_Seed_773956,disc_left_acc_Seed_89250,disc_right_acc_Original,disc_right_acc_Seed_438878,disc_right_acc_Seed_654571,disc_right_acc_Seed_773956,disc_right_acc_Seed_89250,disc_overall_acc_Original,disc_overall_acc_Seed_438878,disc_overall_acc_Seed_654571,disc_overall_acc_Seed_773956,disc_overall_acc_Seed_89250,cc_target_mean,cc_target_ci_95,cc_non_target_mean,cc_non_target_ci_95,style_target_mean,style_target_ci_95,style_non_target_mean,style_non_target_ci_95,style_overall_mean,style_overall_ci_95,disc_left_acc_mean,disc_left_acc_ci_95,disc_right_acc_mean,disc_right_acc_ci_95,disc_overall_acc_mean,disc_overall_acc_ci_95
0.0,AGGREGATE_1_INTERVENTION,1,180000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4757777777777778,0.5186333333333333,0.5496333333333333,0.5130777777777777,0.48338888888888887,0.5614777777777777,0.5510333333333334,0.5267277777777778,0.5463666666666667,0.5571055555555555,0.3641111111111111,0.42244444444444446,0.4351,0.38972222222222225,0.37819444444444444,0.9482722222222222,0.9563055555555555,0.9496833333333333,0.9489888888888889,0.9584555555555555,0.9518555555555556,0.9727833333333333,0.96935,0.9670666666666666,0.9638444444444444,0.9023277777777777,0.9303722222222223,0.9206111111111112,0.9177555555555555,0.9238277777777778,1.0,0.0,1.0,0.0,0.5081022222222222,0.03681335982193199,0.5485422222222223,0.016744840768239143,0.39791444444444446,0.037162604638957104,0.9523411111111111,0.005822606015049717,0.9649800000000001,0.009969789068976232,0.9189788888888888,0.012944607168260673
0.0,ALL,ALL,990000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10303232323232324,0.11082424242424242,0.11646060606060606,0.10981414141414142,0.10441616161616162,0.5614777777777777,0.5510333333333334,0.5267277777777778,0.5463666666666667,0.5571055555555555,0.08272929292929293,0.09333535353535354,0.09563636363636363,0.08738585858585858,0.08528989898989899,0.9905949494949495,0.9920555555555556,0.9908515151515151,0.9907252525252526,0.9924464646464647,0.9912464646464646,0.9950515151515151,0.9944272727272727,0.9940121212121212,0.9934262626262627,0.9822414141414142,0.987340404040404,0.9855656565656565,0.9850464646464646,0.986150505050505,1.0,0.0,1.0,0.0,0.10890949494949495,0.006693338149442179,0.5485422222222223,0.016744840768239143,0.08887535353535353,0.006756837207083109,0.9913347474747475,0.001058655639099957,0.9936327272727272,0.001812688921632059,0.9852688888888889,0.002353564939683718
0.0,attr0,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7749222222222222,0.8815222222222222,0.9309,0.8366222222222223,0.8008333333333333,0.8878222222222222,0.9251777777777778,0.9076555555555555,0.8863,0.8957666666666667,0.6880222222222222,0.8170222222222222,0.8452,0.7421,0.7197555555555556,0.9369111111111111,0.9559666666666666,0.9432111111111111,0.9472888888888888,0.9576111111111111,0.9713666666666667,0.9750444444444445,0.9741111111111111,0.9744222222222222,0.9744555555555555,0.9099888888888888,0.9322777777777778,0.9189222222222222,0.9231444444444444,0.9330222222222222,1.0,0.0,1.0,0.0,0.84496,0.07765228872063581,0.9005444444444445,0.02006887147581167,0.76242,0.08236762673845152,0.9481977777777779,0.01078977163786005,0.97388,0.0017941353886566768,0.923471111111111,0.011963716431990951
0.0,attr1,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17663333333333334,0.15574444444444444,0.16836666666666666,0.18953333333333333,0.16594444444444445,0.23513333333333333,0.1768888888888889,0.1458,0.20643333333333333,0.21844444444444444,0.0402,0.027866666666666668,0.025,0.037344444444444444,0.03663333333333333,0.9596333333333333,0.9566444444444444,0.9561555555555555,0.9506888888888889,0.9593,0.9323444444444444,0.9705222222222222,0.9645888888888889,0.9597111111111111,0.9532333333333334,0.8946666666666667,0.9284666666666667,0.9223,0.9123666666666667,0.9146333333333333,1.0,0.0,1.0,0.0,0.17124444444444445,0.01570772665218726,0.19654,0.044021506289953015,0.033408888888888884,0.008175923002421863,0.9564844444444445,0.004458122197203402,0.95608,0.018266013207315895,0.9144866666666667,0.015874819759697158
0.0,both,2,810000,1.0,1.0,1.0,1.0,1.0,,,,,,0.0202,0.0202,0.0202,0.0202,0.0202,,,,,,0.0202,0.0202,0.0202,0.0202,0.0202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0202,0.0,,0.0,0.0202,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.2,AGGREGATE_1_INTERVENTION,1,180000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6615888888888889,0.65575,0.6614166666666667,0.6807944444444445,0.6505944444444445,0.7006722222222223,0.6552222222222223,0.5893555555555555,0.6908444444444445,0.7192888888888889,0.49999444444444446,0.5040944444444444,0.48718333333333336,0.5144888888888889,0.5083277777777778,0.9464666666666667,0.9568722222222222,0.9497611111111111,0.9492333333333334,0.9592222222222222,0.9527888888888889,0.9724,0.9685388888888888,0.9665611111111111,0.9655555555555555,0.9013,0.9304222222222223,0.9197666666666666,0.9173333333333333,0.9259388888888889,1.0,0.0,1.0,0.0,0.662028888888889,0.014196372122093256,0.6710766666666668,0.06367927934861245,0.5028177777777778,0.01273253442534471,0.9523111111111111,0.00676393366751165,0.9651688888888887,0.009187433929025856,0.9189522222222223,0.013816259850681108
0.2,ALL,ALL,990000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19436060606060607,0.18993030303030303,0.15771616161616162,0.18940909090909092,0.18875252525252526,0.7006722222222223,0.6552222222222223,0.5893555555555555,0.6908444444444445,0.7192888888888889,0.16497979797979798,0.16235656565656564,0.12603737373737373,0.15917171717171716,0.16288585858585858,0.9894242424242424,0.9921040404040404,0.9903353535353535,0.9883818181818181,0.9924222222222222,0.9845101010101011,0.9948666666666667,0.9940161616161616,0.9934474747474747,0.9924171717171717,0.9743121212121212,0.9871797979797979,0.9846181818181818,0.9821090909090909,0.9850505050505051,1.0,0.0,1.0,0.0,0.18403373737373738,0.01847108104693751,0.6710766666666668,0.06367927934861245,0.15508626262626263,0.020327882053861736,0.9905335353535353,0.0021446414582335506,0.9918515151515152,0.0052142588555824905,0.9826539393939393,0.006207325389288044
0.2,attr0,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8295777777777777,0.9091444444444444,0.9438777777777778,0.8772666666666666,0.8478777777777777,0.9198555555555555,0.9471777777777778,0.9354555555555556,0.9220777777777778,0.9261444444444444,0.7623555555555556,0.8621333333333333,0.8832777777777778,0.8091222222222222,0.7864111111111111,0.9237666666666666,0.9463555555555555,0.9315888888888889,0.9367444444444445,0.9499222222222222,0.9780333333333333,0.9801666666666666,0.9807333333333333,0.9806444444444444,0.9799333333333333,0.9034444444444445,0.9275888888888889,0.9136444444444445,0.9185444444444445,0.9306444444444445,1.0,0.0,1.0,0.0,0.8815488888888888,0.05723614014220502,0.9301422222222223,0.013955257533795746,0.82066,0.06314974929399288,0.9376755555555555,0.013267441479598909,0.9799022222222222,0.001360923211256867,0.9187733333333334,0.013601322901760651
0.2,attr1,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4936,0.4023555555555556,0.37895555555555555,0.4843222222222222,0.4533111111111111,0.4814888888888889,0.3632666666666667,0.24325555555555556,0.45961111111111114,0.5124333333333333,0.23763333333333334,0.14605555555555555,0.09108888888888889,0.21985555555555555,0.23024444444444445,0.9691666666666666,0.9673888888888889,0.9679333333333333,0.9617222222222223,0.9685222222222222,0.9275444444444444,0.9646333333333333,0.9563444444444444,0.9524777777777778,0.9511777777777778,0.8991555555555556,0.9332555555555555,0.9258888888888889,0.9161222222222222,0.9212333333333333,1.0,0.0,1.0,0.0,0.44250888888888895,0.062475138245432535,0.4120111111111111,0.1360628115833022,0.18497555555555556,0.07942817170473322,0.9669466666666666,0.003718502095746663,0.9504355555555556,0.01717379310344696,0.919131111111111,0.0159212007484572
0.2,both,2,810000,1.0,1.0,1.0,1.0,1.0,,,,,,0.0905320987654321,0.08641481481481482,0.045782716049382714,0.08021234567901235,0.08612098765432098,,,,,,0.0905320987654321,0.08641481481481482,0.045782716049382714,0.08021234567901235,0.08612098765432098,0.9989703703703704,0.9999333333333333,0.9993518518518518,0.9970814814814815,0.9998,0.9915592592592593,0.9998592592592592,0.9996777777777778,0.9994222222222222,0.9983864197530864,0.990537037037037,0.9997925925925926,0.9990296296296296,0.9965037037037037,0.9981864197530864,1.0,0.0,,0.0,0.07781259259259259,0.022696358690762638,,0.0,0.07781259259259259,0.022696358690762638,0.9990274074074075,0.0014309802149734807,0.997780987654321,0.004376188737204733,0.9968098765432097,0.004610948442377683
0.4,AGGREGATE_1_INTERVENTION,1,180000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8218166666666666,0.8364,0.8313166666666667,0.8426666666666667,0.8226388888888889,0.8429388888888889,0.8311055555555555,0.7874777777777778,0.8428388888888889,0.8666444444444444,0.6980222222222222,0.7081,0.6756,0.7176333333333333,0.7192333333333333,0.9314111111111111,0.9480222222222222,0.9376888888888889,0.9398333333333333,0.9514888888888889,0.9395166666666667,0.9623611111111111,0.9544555555555555,0.9549666666666666,0.9580444444444445,0.8729222222222223,0.9117666666666666,0.8937555555555555,0.8968222222222222,0.9107888888888889,1.0,0.0,1.0,0.0,0.8309677777777777,0.011098975831441848,0.8342011111111113,0.03618008502413349,0.7037177777777778,0.02218228304140824,0.941688888888889,0.01003420692923359,0.9538688888888889,0.010700822117076882,0.8972111111111112,0.01961536822157506
0.4,ALL,ALL,990000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5515080808080808,0.5331474747474747,0.4632191919191919,0.5560373737373737,0.5789646464646465,0.8429388888888889,0.8311055555555555,0.7874777777777778,0.8428388888888889,0.8666444444444444,0.529,0.5098202020202021,0.4349070707070707,0.5333040404040404,0.5601636363636364,0.9705717171717172,0.981720202020202,0.974289898989899,0.9704878787878788,0.9824848484848485,0.9613202020202021,0.9864848484848485,0.9802313131313132,0.9804090909090909,0.9812464646464647,0.9327747474747474,0.9685292929292929,0.9550565656565656,0.9515595959595959,0.9641040404040404,1.0,0.0,1.0,0.0,0.5365753535353536,0.05480046297242388,0.8342011111111113,0.03618008502413349,0.51343898989899,0.05889832819437261,0.9759109090909093,0.007280124573946391,0.9779383838383838,0.01196630675376453,0.9544048484848485,0.017226893493855464
0.4,attr0,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787111111111111,0.9322111111111111,0.9545,0.9130888888888888,0.8903555555555556,0.9506555555555556,0.9671,0.9577888888888889,0.9531888888888889,0.9536111111111111,0.8348,0.9019333333333334,0.9142111111111111,0.8701,0.8492666666666666,0.8848111111111111,0.9199111111111111,0.8981666666666667,0.9067222222222222,0.9247888888888889,0.9829777777777777,0.9837444444444444,0.9845333333333334,0.9844555555555555,0.9841,0.8695111111111111,0.9049777777777778,0.8841888888888889,0.8926222222222222,0.9098333333333334,1.0,0.0,1.0,0.0,0.9137733333333333,0.038153817487666664,0.9564688888888888,0.00803451265494948,0.8740622222222223,0.04192695489444419,0.9068799999999999,0.020150958546727438,0.9839622222222222,0.0007865445089758605,0.8922266666666667,0.020149268193886162
0.4,attr1,1,90000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7649222222222222,0.7405888888888889,0.7081333333333333,0.7722444444444444,0.7549222222222223,0.7352222222222222,0.6951111111111111,0.6171666666666666,0.7324888888888889,0.7796777777777778,0.5612444444444444,0.5142666666666666,0.43698888888888887,0.5651666666666667,0.5892,0.9780111111111112,0.9761333333333333,0.9772111111111111,0.9729444444444444,0.9781888888888889,0.8960555555555556,0.9409777777777778,0.9243777777777777,0.9254777777777777,0.9319888888888889,0.8763333333333333,0.9185555555555556,0.9033222222222222,0.9010222222222222,0.9117444444444445,1.0,0.0,1.0,0.0,0.7481622222222223,0.03145000315777008,0.7119333333333333,0.07557318649060359,0.5333733333333333,0.07491067423029804,0.9764977777777778,0.0026643659333581635,0.9237755555555556,0.020915994295242216,0.9021955555555555,0.019927948099399045
0.4,both,2,810000,1.0,1.0,1.0,1.0,1.0,,,,,,0.4914395061728395,0.465758024691358,0.38141975308641973,0.492341975308642,0.5248148148148148,,,,,,0.4914395061728395,0.465758024691358,0.38141975308641973,0.492341975308642,0.5248148148148148,0.9792740740740741,0.9892086419753087,0.9824234567901234,0.9773,0.9893728395061728,0.9661654320987655,0.9918456790123457,0.9859592592592593,0.9860629629629629,0.9864024691358024,0.9460753086419753,0.9811432098765432,0.968679012345679,0.9637234567901235,0.9759518518518518,1.0,0.0,,0.0,0.47115481481481486,0.06750036193622833,,0.0,0.47115481481481486,0.06750036193622833,0.9835158024691358,0.006928189810493072,0.9832871604938271,0.012275407065367764,0.9671145679012346,0.016791157891598893
0.6,AGGREGATE_1_INTERVENTION,1,180000,0.9998666666666667,0.9998722222222223,0.9998388888888889,0.9998277777777778,0.9999111111111111,1.0,1.0,1.0,1.0,1.0,0.9013277777777777,0.9159888888888889,0.9238222222222222,0.9175555555555556,0.9074,0.9222666666666667,0.9256777777777778,0.9212888888888889,0.9262444444444444,0.9375944444444444,0.83215,0.8501611111111111,0.85295,0.8506444444444444,0.8517833333333333,0.8984388888888889,0.9233611111111111,0.9087166666666666,0.9161555555555555,0.9299555555555555,0.9076055555555556,0.9362888888888888,0.9240055555555555,0.9278388888888889,0.9355111111111111,0.8088944444444445,0.8618555555555556,0.835,0.8464722222222222,0.8670166666666667,0.9998633333333334,4.03997468654579e-05,1.0,0.0,0.9132188888888889,0.011004117971696297,0.9266144444444444,0.008066979242563513,0.8475377777777778,0.010764479474403017,0.9153255555555555,0.015309934570575048,0.9262500000000001,0.014449854797010685,0.8438477777777778,0.028906939673776624
0.6,ALL,ALL,990000,0.9997575757575757,0.9997676767676767,0.9997070707070707,0.9996868686868687,0.9998383838383839,1.0,1.0,1.0,1.0,1.0,0.7697626262626263,0.7706080808080809,0.7836353535353535,0.7831929292929293,0.7999929292929293,0.9222666666666667,0.9256777777777778,0.9212888888888889,0.9262444444444444,0.9375944444444444,0.7571848484848485,0.758639393939394,0.770749494949495,0.7710272727272727,0.7898808080808081,0.9006343434343435,0.9317010101010101,0.9148858585858586,0.9178868686868686,0.9406383838383838,0.9020030303030303,0.9446272727272728,0.9269636363636363,0.933489898989899,0.9407353535353535,0.8109676767676768,0.8797181818181818,0.8472474747474747,0.8563171717171717,0.8844717171717171,0.9997515151515153,7.345408520995254e-05,1.0,0.0,0.7814383838383838,0.015280478368913636,0.9266144444444444,0.008066979242563513,0.7694963636363636,0.01629476203594303,0.9211492929292928,0.01925480768782992,0.9295638383838384,0.02090169899398805,0.8557444444444444,0.03661057256236071
0.6,attr0,1,90000,0.9998,0.9998444444444444,0.9997555555555555,0.9997666666666667,0.9998777777777778,1.0,1.0,1.0,1.0,1.0,0.9167333333333333,0.9497222222222222,0.9622444444444445,0.9391222222222222,0.9232444444444444,0.9734666666666667,0.9833,0.9786888888888889,0.9765555555555555,0.9766,0.8921777777777777,0.9340666666666667,0.9417,0.9170222222222222,0.9021888888888889,0.8134777777777777,0.8637444444444444,0.8333666666666667,0.8507555555555556,0.8759444444444444,0.9842777777777778,0.9856555555555555,0.9863666666666666,0.9863444444444445,0.9858777777777777,0.8005555555555556,0.8514222222222222,0.8219,0.8391222222222222,0.8632888888888889,0.9998088888888889,6.426750596140191e-05,1.0,0.0,0.9382133333333333,0.02319813294250832,0.9777222222222223,0.004510176606278732,0.9174311111111111,0.025866755325433904,0.8474577777777779,0.030671996407516992,0.9857044444444444,0.0010601423302821138,0.8352577777777777,0.030695988586138912
0.6,attr1,1,90000,0.9999333333333333,0.9999,0.9999222222222223,0.9998888888888889,0.9999444444444444,1.0,1.0,1.0,1.0,1.0,0.8859222222222223,0.8822555555555556,0.8854,0.8959888888888888,0.8915555555555555,0.8710666666666667,0.8680555555555556,0.8638888888888889,0.8759333333333333,0.8985888888888889,0.7721222222222223,0.7662555555555556,0.7642,0.7842666666666667,0.8013777777777777,0.9834,0.9829777777777777,0.9840666666666666,0.9815555555555555,0.9839666666666667,0.8309333333333333,0.8869222222222222,0.8616444444444444,0.8693333333333333,0.8851444444444444,0.8172333333333334,0.8722888888888889,0.8481,0.8538222222222223,0.8707444444444444,0.9999177777777778,2.8608547421405614e-05,1.0,0.0,0.8882244444444444,0.006809036952787559,0.8755066666666667,0.016924664225161434,0.7776444444444444,0.01911597832265935,0.9831933333333334,0.0012620228705964368,0.8667955555555554,0.028183568849458506,0.8524377777777777,0.027689988058522883
0.6,both,2,810000,0.9997333333333334,0.9997444444444444,0.9996777777777778,0.9996555555555555,0.9998222222222222,,,,,,0.7405259259259259,0.7383012345679012,0.7524827160493827,0.7533345679012345,0.7761246913580246,,,,,,0.7405259259259259,0.7383012345679012,0.7524827160493827,0.7533345679012345,0.7761246913580246,0.9011222222222223,0.9335543209876543,0.9162567901234568,0.9182716049382716,0.9430123456790124,0.900758024691358,0.9464802469135802,0.927620987654321,0.9347456790123457,0.9418962962962963,0.8114283950617284,0.8836876543209876,0.8499691358024691,0.8585049382716049,0.8883506172839506,0.9997266666666667,8.079949373093226e-05,,0.0,0.7521538271604937,0.018658114509627833,,0.0,0.7521538271604937,0.018658114509627833,0.9224434567901234,0.02018233763859064,0.9303002469135804,0.02234946867781305,0.858388148148148,0.03834071844633222
0.8,AGGREGATE_1_INTERVENTION,1,180000,0.9965166666666667,0.9973666666666666,0.9963833333333333,0.9970277777777777,0.9981388888888889,1.0,1.0,1.0,1.0,1.0,0.9430722222222222,0.9513722222222222,0.9591222222222222,0.9524722222222223,0.9468611111111112,0.9661333333333333,0.9781333333333333,0.9796333333333334,0.9733611111111111,0.9769222222222222,0.9112388888888889,0.9308944444444445,0.9397388888888889,0.9271055555555555,0.9252388888888889,0.8501,0.8797,0.8612333333333333,0.8753833333333333,0.8918888888888888,0.8599944444444444,0.8920777777777777,0.8755666666666667,0.8844444444444445,0.8959,0.7141222222222222,0.7750166666666667,0.7403666666666666,0.7633222222222222,0.7903722222222223,0.9970866666666666,0.0008798784702464867,1.0,0.0,0.9505800000000001,0.0075367711674473046,0.9748366666666666,0.006690911259099685,0.9268433333333335,0.012856597950311523,0.871661111111111,0.020224851651925047,0.8815966666666666,0.01783815504011567,0.75664,0.037212649272684716
0.8,ALL,ALL,990000,0.9936727272727273,0.995220202020202,0.9934323232323232,0.9946030303030303,0.9966191919191919,1.0,1.0,1.0,1.0,1.0,0.8725767676767677,0.8913090909090909,0.9136313131313132,0.8944414141414141,0.8918666666666667,0.9661333333333333,0.9781333333333333,0.9796333333333334,0.9733611111111111,0.9769222222222222,0.8667888888888889,0.8875858585858586,0.9101070707070708,0.8898292929292929,0.8879353535353536,0.778740404040404,0.8283545454545455,0.7987323232323232,0.8183505050505051,0.8472989898989899,0.7942010101010101,0.8484373737373737,0.8210050505050505,0.8361030303030303,0.8533727272727273,0.6166747474747475,0.7018232323232323,0.6539262626262626,0.6828323232323232,0.7222787878787879,0.994709494949495,0.0015979827041017144,1.0,0.0,0.8927650505050506,0.018086411977310073,0.9748366666666666,0.006690911259099685,0.8884492929292929,0.019045952975769574,0.8142953535353536,0.03290823939519825,0.8306238383838384,0.029670307758585927,0.6755070707070707,0.05142335651645549
0.8,attr0,1,90000,0.9953666666666666,0.9966888888888888,0.9950555555555556,0.9959888888888889,0.9976666666666667,1.0,1.0,1.0,1.0,1.0,0.9411888888888889,0.9585888888888889,0.9673444444444445,0.9524,0.9440555555555555,0.9885222222222222,0.9931666666666666,0.9909222222222223,0.9893888888888889,0.9909666666666667,0.9303666666666667,0.9520888888888889,0.9584777777777778,0.9422222222222222,0.9358777777777778,0.7143111111111111,0.7741555555555556,0.7362,0.7651333333333333,0.7972555555555556,0.9842888888888889,0.9863111111111111,0.9862888888888889,0.9859333333333333,0.9858333333333333,0.703,0.7636111111111111,0.7263,0.7545666666666667,0.7855888888888889,0.9961533333333333,0.0013064051971995406,1.0,0.0,0.9527155555555555,0.013264023781660706,0.9905933333333333,0.002204589882051644,0.9438066666666666,0.014290576965293384,0.7574111111111111,0.040402333308746013,0.9857311111111112,0.0010349223239662993,0.7466133333333334,0.040167534063426005
