MODEL,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,VERSION,val_acc_mean,val_acc_ci,test_acc_mean,test_acc_ci,val_acc_L_Digit_mean,val_acc_L_Digit_ci,test_acc_L_Digit_mean,test_acc_L_Digit_ci,val_acc_R_Digit_mean,val_acc_R_Digit_ci,test_acc_R_Digit_mean,test_acc_R_Digit_ci,val_acc_L_Color_mean,val_acc_L_Color_ci,test_acc_L_Color_mean,test_acc_L_Color_ci,val_acc_R_Color_mean,val_acc_R_Color_ci,test_acc_R_Color_mean,test_acc_R_Color_ci
disc_v3_double,Adam,0.500000,0.100000,best_loss,4_attr,0.987224,0.001674,0.988498,0.001397,0.994519,0.000969,0.993749,0.000751,0.992645,0.000995,0.994809,0.001247,1.000000,0.000000,0.999960,0.000111,1.000000,0.000000,0.999980,0.000056
