MODEL,PRIOR,COND_DIM,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,VERSION,val_acc_mean,val_acc_ci,val_loss_mean,val_loss_ci,test_acc_mean,test_acc_ci,test_loss_mean,test_loss_ci,val_acc_L_Digit_mean,val_acc_L_Digit_ci,test_acc_L_Digit_mean,test_acc_L_Digit_ci,val_acc_R_Digit_mean,val_acc_R_Digit_ci,test_acc_R_Digit_mean,test_acc_R_Digit_ci,val_acc_L_Color_mean,val_acc_L_Color_ci,test_acc_L_Color_mean,test_acc_L_Color_ci,val_acc_R_Color_mean,val_acc_R_Color_ci,test_acc_R_Color_mean,test_acc_R_Color_ci
conditional_scale,GaussianPrior,64,Adam,0.500000,0.100000,best_loss,4_attr,0.929860,0.005587,-23111.793094,83.389427,0.936184,0.006629,-23099.885945,83.935203,0.963404,0.003532,0.965044,0.003289,0.962500,0.002759,0.968208,0.004492,0.999680,0.000440,0.999752,0.000100,0.999604,0.000375,0.999848,0.000083
