MODEL,PRIOR,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,VERSION,val_loss_mean,val_loss_ci,test_loss_mean,test_loss_ci,val_acc_comb_mean,val_acc_comb_ci,test_acc_comb_mean,test_acc_comb_ci,val_acc_indep_mean,val_acc_indep_ci,test_acc_indep_mean,test_acc_indep_ci,val_acc_L_Digit_comb_mean,val_acc_L_Digit_comb_ci,test_acc_L_Digit_comb_mean,test_acc_L_Digit_comb_ci,val_acc_L_Digit_indep_mean,val_acc_L_Digit_indep_ci,test_acc_L_Digit_indep_mean,test_acc_L_Digit_indep_ci,val_acc_R_Digit_comb_mean,val_acc_R_Digit_comb_ci,test_acc_R_Digit_comb_mean,test_acc_R_Digit_comb_ci,val_acc_R_Digit_indep_mean,val_acc_R_Digit_indep_ci,test_acc_R_Digit_indep_mean,test_acc_R_Digit_indep_ci,val_acc_L_Color_comb_mean,val_acc_L_Color_comb_ci,test_acc_L_Color_comb_mean,test_acc_L_Color_comb_ci,val_acc_L_Color_indep_mean,val_acc_L_Color_indep_ci,test_acc_L_Color_indep_mean,test_acc_L_Color_indep_ci,val_acc_R_Color_comb_mean,val_acc_R_Color_comb_ci,test_acc_R_Color_comb_mean,test_acc_R_Color_comb_ci,val_acc_R_Color_indep_mean,val_acc_R_Color_indep_ci,test_acc_R_Color_indep_mean,test_acc_R_Color_indep_ci
hybrid_v3_1x1_double,GaussianPrior,Adam,0.500000,0.100000,best_loss,4_attr,-23006.944102,64.026053,-22997.939933,63.881699,0.001270,0.000229,0.001511,0.000273,0.250800,0.018765,0.262573,0.018928,0.170149,0.004756,0.170690,0.004940,0.685734,0.011130,0.695877,0.012976,0.172166,0.006232,0.174175,0.008260,0.676925,0.015719,0.689668,0.018065,0.225521,0.005653,0.228914,0.007041,0.737378,0.021349,0.739244,0.022577,0.211683,0.011727,0.212277,0.012317,0.727400,0.035231,0.733955,0.034198
