SCALE,MODEL,PRIOR,BETA,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,VERSION,FIXED_MEANS,EPOCHS_WARMUP,val_acc_mean,val_acc_ci,val_loss_mean,val_loss_ci,val_gen_loss_mean,val_gen_loss_ci,val_cls_loss_mean,val_cls_loss_ci,test_acc_mean,test_acc_ci,test_loss_mean,test_loss_ci,test_gen_loss_mean,test_gen_loss_ci,test_cls_loss_mean,test_cls_loss_ci,val_acc_L_Digit_mean,val_acc_L_Digit_ci,test_acc_L_Digit_mean,test_acc_L_Digit_ci,val_acc_R_Digit_mean,val_acc_R_Digit_ci,test_acc_R_Digit_mean,test_acc_R_Digit_ci,val_acc_L_Color_mean,val_acc_L_Color_ci,test_acc_L_Color_mean,test_acc_L_Color_ci,val_acc_R_Color_mean,val_acc_R_Color_ci,test_acc_R_Color_mean,test_acc_R_Color_ci
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.010000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.935363,0.002815,-5.798464,0.016694,-5.799064,0.016701,0.059965,0.002482,0.938459,0.002508,-5.796586,0.016738,-5.797132,0.016737,0.054565,0.002178,0.969009,0.002199,0.967216,0.001663,0.965488,0.001975,0.970699,0.001437,0.999781,0.000229,0.999863,0.000087,0.999907,0.000113,0.999791,0.000192
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.050000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.956777,0.000766,-5.789080,0.013080,-5.791138,0.013105,0.041176,0.000615,0.958657,0.001387,-5.787412,0.013140,-5.789226,0.013167,0.036282,0.001271,0.979825,0.000792,0.978357,0.000931,0.976612,0.000666,0.980153,0.000685,0.999880,0.000089,0.999871,0.000062,0.999915,0.000039,0.999867,0.000166
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.100000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.964755,0.000604,-5.785485,0.021561,-5.788967,0.021598,0.034825,0.001618,0.967012,0.000472,-5.784159,0.021665,-5.787062,0.021725,0.029031,0.001527,0.984075,0.000747,0.982744,0.000200,0.980522,0.000544,0.984319,0.000455,0.999868,0.000074,0.999880,0.000107,0.999957,0.000029,0.999884,0.000104
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.500000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.974627,0.000784,-5.709781,0.020552,-5.722834,0.020835,0.026105,0.001300,0.977355,0.000548,-5.710546,0.020849,-5.720655,0.020878,0.020217,0.000713,0.989131,0.000584,0.988124,0.000322,0.985552,0.000475,0.989273,0.000386,0.999877,0.000042,0.999927,0.000042,0.999923,0.000047,0.999915,0.000062
0.000000,hybrid_v3_1x1_double,CheckerboardIB,1.000000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.977470,0.000737,-5.629354,0.025576,-5.652461,0.024714,0.023106,0.001158,0.980322,0.000473,-5.632302,0.024848,-5.649827,0.024917,0.017525,0.000681,0.990508,0.000317,0.989666,0.000141,0.987059,0.000490,0.990678,0.000340,0.999877,0.000059,0.999938,0.000025,0.999929,0.000028,0.999909,0.000043
0.000000,hybrid_v3_1x1_double,CheckerboardIB,2.000000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.980056,0.000379,-5.567539,0.020500,-5.608502,0.020520,0.020482,0.001170,0.983432,0.000797,-5.573211,0.020517,-5.604179,0.020775,0.015484,0.001033,0.991723,0.000545,0.991309,0.000338,0.988447,0.000426,0.992067,0.000571,0.999854,0.000084,0.999946,0.000044,0.999938,0.000033,0.999933,0.000032
