SCALE,MODEL,PRIOR,BETA,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,VERSION,FIXED_MEANS,EPOCHS_WARMUP,val_acc_mean,val_acc_ci,val_loss_mean,val_loss_ci,val_gen_loss_mean,val_gen_loss_ci,val_cls_loss_mean,val_cls_loss_ci,test_acc_mean,test_acc_ci,test_loss_mean,test_loss_ci,test_gen_loss_mean,test_gen_loss_ci,test_cls_loss_mean,test_cls_loss_ci,val_acc_L_Digit_mean,val_acc_L_Digit_ci,test_acc_L_Digit_mean,test_acc_L_Digit_ci,val_acc_R_Digit_mean,val_acc_R_Digit_ci,test_acc_R_Digit_mean,test_acc_R_Digit_ci,val_acc_L_Color_mean,val_acc_L_Color_ci,test_acc_L_Color_mean,test_acc_L_Color_ci,val_acc_R_Color_mean,val_acc_R_Color_ci,test_acc_R_Color_mean,test_acc_R_Color_ci
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.500000,Adam,0.500000,0.100000,best_loss,1_attr,False,20,0.991261,0.000379,-5.625206,0.033405,-5.640480,0.034127,0.030548,0.002567,0.989842,0.000246,-5.619740,0.033456,-5.637706,0.034422,0.035932,0.002266,0.991261,0.000379,0.989842,0.000246,,,,,,,,,,,,
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.500000,Adam,0.500000,0.100000,best_loss,2_attr,False,20,0.978939,0.000814,-5.629870,0.047843,-5.650646,0.048399,0.041551,0.002957,0.981735,0.001190,-5.631981,0.049336,-5.647983,0.048787,0.032004,0.001303,0.991040,0.000751,0.990287,0.000424,0.987811,0.000228,0.991324,0.000863,,,,,,,,
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.500000,Adam,0.500000,0.100000,best_loss,3_attr,False,20,0.976116,0.000709,-5.694421,0.024936,-5.709884,0.024069,0.030925,0.002250,0.979578,0.002203,-5.695834,0.022951,-5.707647,0.024347,0.023626,0.003320,0.989593,0.000441,0.988886,0.001182,0.986636,0.000989,0.990685,0.001145,0.999725,0.000149,0.999860,0.000082,,,,
0.000000,hybrid_v3_1x1_double,CheckerboardIB,0.500000,Adam,0.500000,0.100000,best_loss,4_attr,False,20,0.974466,0.000728,-5.709728,0.020663,-5.722835,0.020843,0.026213,0.001262,0.977308,0.000545,-5.710507,0.020892,-5.720649,0.020894,0.020285,0.000854,0.989075,0.000440,0.987998,0.000501,0.985426,0.000530,0.989309,0.000401,0.999893,0.000035,0.999937,0.000033,0.999930,0.000021,0.999945,0.000033
