epoch,train_loss,val_loss,train_acc,val_acc,lr
1,108388.965928646,1561.2340002904964,0.89346,0.9493,0.001
2,1438.6878506009232,1116.8934843811808,0.96096,0.9653,0.001
3,1152.1865921215633,949.320281209825,0.97068,0.9675,0.001
4,1000.5002299355119,852.6556180157239,0.97516,0.9685,0.001
5,916.4430218084389,834.3170258727255,0.9786,0.9652,0.001
6,856.5413634161205,839.0554525640946,0.97992,0.9683,0.001
7,849.1434184901245,794.7780520282214,0.98082,0.9707,0.001
8,760.5935398111562,682.7563215811041,0.98282,0.9729,0.001
9,708.3189211794178,599.8027105210703,0.98364,0.9708,0.001
10,687.3408749475503,690.8325344037406,0.98474,0.9739,0.001
11,638.676558160416,622.4551967186264,0.9857,0.9725,0.001
12,615.0129908100723,839.9396706110315,0.98632,0.9658,0.001
13,687.4067318811441,640.5819410493102,0.9847,0.9708,0.001
14,650.2859425264246,975.5271354385569,0.98464,0.9719,0.001
15,611.5736693555436,485.0510758025737,0.98638,0.976,0.001
16,580.3026680324389,564.0798126896725,0.98816,0.9737,0.001
17,581.04211152606,550.0221684612806,0.98676,0.9729,0.001
18,594.1843911095349,521.0515638906744,0.98698,0.976,0.001
19,512.3849400278857,650.9401744407944,0.98836,0.9654,0.001
20,556.504288227052,606.4039304709132,0.987,0.9759,0.001
21,546.855020664537,498.4036378498319,0.98808,0.9775,0.001
22,488.9809316259516,480.9297130922728,0.98842,0.9744,0.001
23,509.7668351663653,370.355939955651,0.9875,0.9774,0.001
24,473.1655583686536,424.4600446676906,0.98912,0.9729,0.001
25,468.68387863276257,459.84933363033247,0.98952,0.9735,0.001
26,462.3162246274826,371.72982435588597,0.98928,0.9765,0.001
27,475.9161954133407,397.3089907923831,0.98846,0.9752,0.001
28,472.05208277397446,385.76636041568804,0.98956,0.9764,0.001
29,436.26721415800205,425.7392195206654,0.98896,0.9734,0.001
30,467.9522099799817,385.0545560136626,0.98864,0.976,0.001
31,430.73878912181806,454.67923393732383,0.98992,0.9754,0.001
32,478.3243195516679,478.71122089820574,0.9896,0.9751,0.001
33,441.6160907208767,416.58804821062694,0.98906,0.9762,0.001
34,455.1875209564443,383.70687612702574,0.98864,0.9749,0.001
35,410.7357458129258,422.2096584416643,0.99042,0.9729,0.001
36,453.4925716039165,288.10114162783077,0.9898,0.976,0.001
37,392.55071217568633,340.3497410544866,0.99032,0.976,0.001
38,395.5724540183611,450.17403677445424,0.9897,0.9725,0.001
39,446.8537888002518,341.6285453265226,0.9884,0.9767,0.001
40,418.0437566069386,377.67747449271286,0.9895,0.9769,0.001
